seq_ID,index,MACS_ct,FACS1_ct,FACS2_ct,MACS_hasread,FACS1_hasread,FACS2_hasread,MACS_normct,MACS_logct,FACS1_normct,FACS1_logct,FACS2_normct,FACS2_logct,FACS1_MACS_logratio,FACS2_MACS_logratio,FACS2_FACS1_logratio,FACS1_MACS_enriched,FACS1_MACS_split,FACS2_MACS_enriched,FACS2_MACS_split,FACS2_FACS1_enriched,FACS2_FACS1_split
V2/fil5_filabund1_724,724,32,3,5,True,False,True,34.701851452218264,1.5403526463767974,5.40945030969103,0.7331531357910657,11.618666084184207,1.0651562704354056,-0.8071995105857317,-0.47519637594139175,0.33200313464433995,0.0,test,0.0,train,1.0,train
V2/fil5_filabund1_727,727,32,2,3,True,False,False,34.701851452218264,1.5403526463767974,3.606300206460687,0.5570618767353845,6.971199650510524,0.8433075208190492,-0.9832907696414128,-0.6970451255577481,0.2862456440836647,0.0,train,0.0,train,,
V2/fil5_filabund1_734,734,32,2,1,True,False,False,34.701851452218264,1.5403526463767974,3.606300206460687,0.5570618767353845,2.323733216836841,0.36618626609938676,-0.9832907696414128,-1.1741663802774105,-0.19087561063599778,0.0,train,0.0,train,,
V2/fil5_filabund1_726,726,32,1,9,True,False,True,34.701851452218264,1.5403526463767974,1.8031501032303434,0.2560318810714033,20.913598951531572,1.3204287755387116,-1.284320765305394,-0.21992387083808573,1.0643968944673083,0.0,test,0.0,test,1.0,train
V2/fil5_filabund1_722,722,32,1,6,True,False,True,34.701851452218264,1.5403526463767974,1.8031501032303434,0.2560318810714033,13.942399301021048,1.1443375164830303,-1.284320765305394,-0.3960151298937671,0.888305635411627,0.0,test,0.0,test,1.0,train
V2/fil5_filabund1_730,730,32,1,0,True,False,False,34.701851452218264,1.5403526463767974,1.8031501032303434,0.2560318810714033,1.0,0.0,-1.284320765305394,-1.5403526463767974,-0.2560318810714033,0.0,train,0.0,train,,
V2/fil5_filabund1_736,736,31,10,4,True,True,False,33.61741859433644,1.526564361891164,18.031501032303435,1.2560318810714033,9.294932867347365,0.9682462574273492,-0.27053248081976067,-0.5583181044638148,-0.28778562364405413,0.0,test,0.0,test,0.0,train
V2/fil5_filabund1_740,740,31,6,5,True,True,True,33.61741859433644,1.526564361891164,10.81890061938206,1.034183131455047,11.618666084184207,1.0651562704354056,-0.49238123043611703,-0.46140809145575834,0.030973138980358694,0.0,test,0.0,test,1.0,train
V2/fil5_filabund1_749,749,31,6,3,True,True,False,33.61741859433644,1.526564361891164,10.81890061938206,1.034183131455047,6.971199650510524,0.8433075208190492,-0.49238123043611703,-0.6832568410721147,-0.19087561063599767,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_742,742,31,5,10,True,True,True,33.61741859433644,1.526564361891164,9.015750516151718,0.955001885407422,23.237332168368415,1.3661862660993869,-0.5715624764837419,-0.1603780957917771,0.41118438069196483,0.0,train,0.0,test,1.0,train
V2/fil5_filabund1_747,747,31,5,2,True,True,False,33.61741859433644,1.526564361891164,9.015750516151718,0.955001885407422,4.647466433673682,0.6672162617633679,-0.5715624764837419,-0.859348100127796,-0.28778562364405413,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_748,748,31,4,6,True,False,True,33.61741859433644,1.526564361891164,7.212600412921374,0.8580918723993657,13.942399301021048,1.1443375164830303,-0.6684724894917983,-0.3822268454081337,0.2862456440836646,0.0,train,0.0,test,1.0,test
V2/fil5_filabund1_739,739,31,4,3,True,False,False,33.61741859433644,1.526564361891164,7.212600412921374,0.8580918723993657,6.971199650510524,0.8433075208190492,-0.6684724894917983,-0.6832568410721147,-0.014784351580316435,0.0,train,0.0,test,,
V2/fil5_filabund1_738,738,31,3,2,True,False,False,33.61741859433644,1.526564361891164,5.40945030969103,0.7331531357910657,4.647466433673682,0.6672162617633679,-0.7934112261000983,-0.859348100127796,-0.06593687402769777,0.0,train,0.0,train,,
V2/fil5_filabund1_743,743,31,2,3,True,False,False,33.61741859433644,1.526564361891164,3.606300206460687,0.5570618767353845,6.971199650510524,0.8433075208190492,-0.9695024851557794,-0.6832568410721147,0.2862456440836647,0.0,train,0.0,train,,
V2/fil5_filabund1_737,737,31,2,0,True,False,False,33.61741859433644,1.526564361891164,3.606300206460687,0.5570618767353845,1.0,0.0,-0.9695024851557794,-1.526564361891164,-0.5570618767353845,0.0,test,0.0,test,,
V2/fil5_filabund1_746,746,31,1,4,True,False,False,33.61741859433644,1.526564361891164,1.8031501032303434,0.2560318810714033,9.294932867347365,0.9682462574273492,-1.2705324808197607,-0.5583181044638148,0.7122143763559459,0.0,train,0.0,train,,
V2/fil5_filabund1_745,745,31,1,3,True,False,False,33.61741859433644,1.526564361891164,1.8031501032303434,0.2560318810714033,6.971199650510524,0.8433075208190492,-1.2705324808197607,-0.6832568410721147,0.587275639747646,0.0,train,0.0,train,,
V2/fil5_filabund1_744,744,31,0,9,True,False,True,33.61741859433644,1.526564361891164,1.0,0.0,20.913598951531572,1.3204287755387116,-1.526564361891164,-0.20613558635245233,1.3204287755387116,0.0,test,0.0,test,1.0,train
V2/fil5_filabund1_735,735,31,0,6,True,False,True,33.61741859433644,1.526564361891164,1.0,0.0,13.942399301021048,1.1443375164830303,-1.526564361891164,-0.3822268454081337,1.1443375164830303,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_741,741,31,0,1,True,False,False,33.61741859433644,1.526564361891164,1.0,0.0,2.323733216836841,0.36618626609938676,-1.526564361891164,-1.1603780957917773,0.36618626609938676,0.0,test,0.0,test,,
V2/fil5_filabund1_750,750,31,0,0,True,False,False,33.61741859433644,1.526564361891164,1.0,0.0,1.0,0.0,-1.526564361891164,-1.526564361891164,0.0,0.0,test,0.0,test,,
V2/fil5_filabund1_756,756,30,11,21,True,True,True,32.53298573645462,1.5123239227765537,19.83465113553378,1.2974245662296284,48.79839755357367,1.688405560833306,-0.21489935654692527,0.17608163805675225,0.3909809946036775,0.0,test,1.0,train,1.0,train
V2/fil5_filabund1_760,760,30,3,1,True,False,False,32.53298573645462,1.5123239227765537,5.40945030969103,0.7331531357910657,2.323733216836841,0.36618626609938676,-0.779170786985488,-1.1461376566771668,-0.3669668696916789,0.0,train,0.0,train,,
V2/fil5_filabund1_755,755,30,2,2,True,False,False,32.53298573645462,1.5123239227765537,3.606300206460687,0.5570618767353845,4.647466433673682,0.6672162617633679,-0.9552620460411692,-0.8451076610131858,0.11015438502798336,0.0,train,0.0,train,,
V2/fil5_filabund1_757,757,30,2,2,True,False,False,32.53298573645462,1.5123239227765537,3.606300206460687,0.5570618767353845,4.647466433673682,0.6672162617633679,-0.9552620460411692,-0.8451076610131858,0.11015438502798336,0.0,train,0.0,train,,
V2/fil5_filabund1_752,752,30,1,6,True,False,True,32.53298573645462,1.5123239227765537,1.8031501032303434,0.2560318810714033,13.942399301021048,1.1443375164830303,-1.2562920417051504,-0.3679864062935234,0.888305635411627,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_753,753,30,1,3,True,False,False,32.53298573645462,1.5123239227765537,1.8031501032303434,0.2560318810714033,6.971199650510524,0.8433075208190492,-1.2562920417051504,-0.6690164019575044,0.587275639747646,0.0,train,0.0,test,,
V2/fil5_filabund1_758,758,30,1,2,True,False,False,32.53298573645462,1.5123239227765537,1.8031501032303434,0.2560318810714033,4.647466433673682,0.6672162617633679,-1.2562920417051504,-0.8451076610131858,0.4111843806919646,0.0,train,0.0,train,,
V2/fil5_filabund1_751,751,30,1,1,True,False,False,32.53298573645462,1.5123239227765537,1.8031501032303434,0.2560318810714033,2.323733216836841,0.36618626609938676,-1.2562920417051504,-1.1461376566771668,0.11015438502798347,0.0,test,0.0,train,,
V2/fil5_filabund1_754,754,30,0,6,True,False,True,32.53298573645462,1.5123239227765537,1.0,0.0,13.942399301021048,1.1443375164830303,-1.5123239227765537,-0.3679864062935234,1.1443375164830303,0.0,train,0.0,train,1.0,test
V2/fil5_filabund1_759,759,30,0,1,True,False,False,32.53298573645462,1.5123239227765537,1.0,0.0,2.323733216836841,0.36618626609938676,-1.5123239227765537,-1.1461376566771668,0.36618626609938676,0.0,train,0.0,train,,
V2/fil5_filabund1_774,774,29,11,6,True,True,True,31.448552878572798,1.4976006659558474,19.83465113553378,1.2974245662296284,13.942399301021048,1.1443375164830303,-0.20017609972621897,-0.3532631494728171,-0.15308704974659815,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_773,773,29,7,1,True,True,False,31.448552878572798,1.4976006659558474,12.622050722612403,1.10112992108566,2.323733216836841,0.36618626609938676,-0.3964707448701874,-1.1314143998564608,-0.7349436549862732,0.0,train,0.0,test,0.0,train
V2/fil5_filabund1_761,761,29,5,3,True,True,False,31.448552878572798,1.4976006659558474,9.015750516151718,0.955001885407422,6.971199650510524,0.8433075208190492,-0.5425987805484254,-0.6542931451367981,-0.11169436458837279,0.0,train,0.0,test,0.0,test
V2/fil5_filabund1_775,775,29,4,6,True,False,True,31.448552878572798,1.4976006659558474,7.212600412921374,0.8580918723993657,13.942399301021048,1.1443375164830303,-0.6395087935564817,-0.3532631494728171,0.2862456440836646,0.0,test,0.0,test,1.0,train
V2/fil5_filabund1_769,769,29,4,5,True,False,True,31.448552878572798,1.4976006659558474,7.212600412921374,0.8580918723993657,11.618666084184207,1.0651562704354056,-0.6395087935564817,-0.4324443955204418,0.20706439803603993,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_771,771,29,4,3,True,False,False,31.448552878572798,1.4976006659558474,7.212600412921374,0.8580918723993657,6.971199650510524,0.8433075208190492,-0.6395087935564817,-0.6542931451367981,-0.014784351580316435,0.0,train,0.0,train,,
V2/fil5_filabund1_762,762,29,3,6,True,False,True,31.448552878572798,1.4976006659558474,5.40945030969103,0.7331531357910657,13.942399301021048,1.1443375164830303,-0.7644475301647817,-0.3532631494728171,0.4111843806919646,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_764,764,29,3,5,True,False,True,31.448552878572798,1.4976006659558474,5.40945030969103,0.7331531357910657,11.618666084184207,1.0651562704354056,-0.7644475301647817,-0.4324443955204418,0.33200313464433995,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_766,766,29,3,2,True,False,False,31.448552878572798,1.4976006659558474,5.40945030969103,0.7331531357910657,4.647466433673682,0.6672162617633679,-0.7644475301647817,-0.8303844041924795,-0.06593687402769777,0.0,train,0.0,train,,
V2/fil5_filabund1_763,763,29,3,0,True,False,False,31.448552878572798,1.4976006659558474,5.40945030969103,0.7331531357910657,1.0,0.0,-0.7644475301647817,-1.4976006659558474,-0.7331531357910657,0.0,train,0.0,train,,
V2/fil5_filabund1_772,772,29,1,1,True,False,False,31.448552878572798,1.4976006659558474,1.8031501032303434,0.2560318810714033,2.323733216836841,0.36618626609938676,-1.241568784884444,-1.1314143998564608,0.11015438502798347,0.0,train,0.0,train,,
V2/fil5_filabund1_767,767,29,1,0,True,False,False,31.448552878572798,1.4976006659558474,1.8031501032303434,0.2560318810714033,1.0,0.0,-1.241568784884444,-1.4976006659558474,-0.2560318810714033,0.0,test,0.0,test,,
V2/fil5_filabund1_768,768,29,0,5,True,False,True,31.448552878572798,1.4976006659558474,1.0,0.0,11.618666084184207,1.0651562704354056,-1.4976006659558474,-0.4324443955204418,1.0651562704354056,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_765,765,29,0,1,True,False,False,31.448552878572798,1.4976006659558474,1.0,0.0,2.323733216836841,0.36618626609938676,-1.4976006659558474,-1.1314143998564608,0.36618626609938676,0.0,train,0.0,train,,
V2/fil5_filabund1_770,770,29,0,1,True,False,False,31.448552878572798,1.4976006659558474,1.0,0.0,2.323733216836841,0.36618626609938676,-1.4976006659558474,-1.1314143998564608,0.36618626609938676,0.0,train,0.0,train,,
V2/fil5_filabund1_789,789,28,35,12,True,True,True,30.36412002069098,1.4823606993991105,63.11025361306202,1.800099925421679,27.884798602042096,1.4453675121470115,0.31773922602256843,-0.03699318725209899,-0.3547324132746674,1.0,train,0.0,train,0.0,train
V2/fil5_filabund1_795,795,28,13,5,True,True,True,30.36412002069098,1.4823606993991105,23.440951341994463,1.36997523337824,11.618666084184207,1.0651562704354056,-0.11238546602087052,-0.4172044289637049,-0.3048189629428344,0.0,train,0.0,train,0.0,test
V2/fil5_filabund1_778,778,28,11,5,True,True,True,30.36412002069098,1.4823606993991105,19.83465113553378,1.2974245662296284,11.618666084184207,1.0651562704354056,-0.1849361331694821,-0.4172044289637049,-0.2322682957942228,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_779,779,28,10,3,True,True,False,30.36412002069098,1.4823606993991105,18.031501032303435,1.2560318810714033,6.971199650510524,0.8433075208190492,-0.22632881832770724,-0.6390531785800613,-0.41272436025235404,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_787,787,28,7,4,True,True,False,30.36412002069098,1.4823606993991105,12.622050722612403,1.10112992108566,9.294932867347365,0.9682462574273492,-0.38123077831345054,-0.5141144419717614,-0.13288366365831084,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_784,784,28,6,1,True,True,False,30.36412002069098,1.4823606993991105,10.81890061938206,1.034183131455047,2.323733216836841,0.36618626609938676,-0.4481775679440636,-1.1161744332997237,-0.6679968653556602,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_785,785,28,5,0,True,True,False,30.36412002069098,1.4823606993991105,9.015750516151718,0.955001885407422,1.0,0.0,-0.5273588139916885,-1.4823606993991105,-0.955001885407422,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_788,788,28,4,2,True,False,False,30.36412002069098,1.4823606993991105,7.212600412921374,0.8580918723993657,4.647466433673682,0.6672162617633679,-0.6242688269997448,-0.8151444376357426,-0.19087561063599778,0.0,train,0.0,train,,
V2/fil5_filabund1_783,783,28,3,7,True,False,True,30.36412002069098,1.4823606993991105,5.40945030969103,0.7331531357910657,16.26613251785789,1.2112843061136436,-0.7492075636080449,-0.27107639328546695,0.4781311703225779,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_794,794,28,3,5,True,False,True,30.36412002069098,1.4823606993991105,5.40945030969103,0.7331531357910657,11.618666084184207,1.0651562704354056,-0.7492075636080449,-0.4172044289637049,0.33200313464433995,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_791,791,28,3,3,True,False,False,30.36412002069098,1.4823606993991105,5.40945030969103,0.7331531357910657,6.971199650510524,0.8433075208190492,-0.7492075636080449,-0.6390531785800613,0.11015438502798358,0.0,train,0.0,train,,
V2/fil5_filabund1_781,781,28,3,2,True,False,False,30.36412002069098,1.4823606993991105,5.40945030969103,0.7331531357910657,4.647466433673682,0.6672162617633679,-0.7492075636080449,-0.8151444376357426,-0.06593687402769777,0.0,train,0.0,train,,
V2/fil5_filabund1_776,776,28,2,6,True,False,True,30.36412002069098,1.4823606993991105,3.606300206460687,0.5570618767353845,13.942399301021048,1.1443375164830303,-0.925298822663726,-0.33802318291608024,0.5872756397476457,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_793,793,28,2,4,True,False,False,30.36412002069098,1.4823606993991105,3.606300206460687,0.5570618767353845,9.294932867347365,0.9682462574273492,-0.925298822663726,-0.5141144419717614,0.4111843806919646,0.0,train,0.0,train,,
V2/fil5_filabund1_790,790,28,2,3,True,False,False,30.36412002069098,1.4823606993991105,3.606300206460687,0.5570618767353845,6.971199650510524,0.8433075208190492,-0.925298822663726,-0.6390531785800613,0.2862456440836647,0.0,train,0.0,train,,
V2/fil5_filabund1_792,792,28,1,2,True,False,False,30.36412002069098,1.4823606993991105,1.8031501032303434,0.2560318810714033,4.647466433673682,0.6672162617633679,-1.2263288183277072,-0.8151444376357426,0.4111843806919646,0.0,train,0.0,train,,
V2/fil5_filabund1_782,782,28,1,0,True,False,False,30.36412002069098,1.4823606993991105,1.8031501032303434,0.2560318810714033,1.0,0.0,-1.2263288183277072,-1.4823606993991105,-0.2560318810714033,0.0,train,0.0,train,,
V2/fil5_filabund1_777,777,28,0,2,True,False,False,30.36412002069098,1.4823606993991105,1.0,0.0,4.647466433673682,0.6672162617633679,-1.4823606993991105,-0.8151444376357426,0.6672162617633679,0.0,train,0.0,train,,
V2/fil5_filabund1_786,786,28,0,1,True,False,False,30.36412002069098,1.4823606993991105,1.0,0.0,2.323733216836841,0.36618626609938676,-1.4823606993991105,-1.1161744332997237,0.36618626609938676,0.0,test,0.0,train,,
V2/fil5_filabund1_780,780,28,0,0,True,False,False,30.36412002069098,1.4823606993991105,1.0,0.0,1.0,0.0,-1.4823606993991105,-1.4823606993991105,0.0,0.0,test,0.0,test,,
V2/fil5_filabund1_798,798,27,12,4,True,True,False,29.279687162809157,1.4665664322158787,21.63780123876412,1.3352131271190282,9.294932867347365,0.9682462574273492,-0.1313533050968505,-0.4983201747885295,-0.366966869691679,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_804,804,27,11,0,True,True,False,29.279687162809157,1.4665664322158787,19.83465113553378,1.2974245662296284,1.0,0.0,-0.16914186598625025,-1.4665664322158787,-1.2974245662296284,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_812,812,27,6,4,True,True,False,29.279687162809157,1.4665664322158787,10.81890061938206,1.034183131455047,9.294932867347365,0.9682462574273492,-0.43238330076083176,-0.4983201747885295,-0.06593687402769777,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_803,803,27,5,4,True,True,False,29.279687162809157,1.4665664322158787,9.015750516151718,0.955001885407422,9.294932867347365,0.9682462574273492,-0.5115645468084566,-0.4983201747885295,0.01324437201992712,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_802,802,27,5,2,True,True,False,29.279687162809157,1.4665664322158787,9.015750516151718,0.955001885407422,4.647466433673682,0.6672162617633679,-0.5115645468084566,-0.7993501704525108,-0.28778562364405413,0.0,test,0.0,train,0.0,test
V2/fil5_filabund1_801,801,27,5,1,True,True,False,29.279687162809157,1.4665664322158787,9.015750516151718,0.955001885407422,2.323733216836841,0.36618626609938676,-0.5115645468084566,-1.100380166116492,-0.5888156193080353,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_806,806,27,4,4,True,False,False,29.279687162809157,1.4665664322158787,7.212600412921374,0.8580918723993657,9.294932867347365,0.9682462574273492,-0.608474559816513,-0.4983201747885295,0.11015438502798347,0.0,train,0.0,train,,
V2/fil5_filabund1_808,808,27,4,0,True,False,False,29.279687162809157,1.4665664322158787,7.212600412921374,0.8580918723993657,1.0,0.0,-0.608474559816513,-1.4665664322158787,-0.8580918723993657,0.0,test,0.0,train,,
V2/fil5_filabund1_799,799,27,3,3,True,False,False,29.279687162809157,1.4665664322158787,5.40945030969103,0.7331531357910657,6.971199650510524,0.8433075208190492,-0.733413296424813,-0.6232589113968294,0.11015438502798358,0.0,train,0.0,train,,
V2/fil5_filabund1_797,797,27,3,2,True,False,False,29.279687162809157,1.4665664322158787,5.40945030969103,0.7331531357910657,4.647466433673682,0.6672162617633679,-0.733413296424813,-0.7993501704525108,-0.06593687402769777,0.0,test,0.0,train,,
V2/fil5_filabund1_805,805,27,3,0,True,False,False,29.279687162809157,1.4665664322158787,5.40945030969103,0.7331531357910657,1.0,0.0,-0.733413296424813,-1.4665664322158787,-0.7331531357910657,0.0,train,0.0,train,,
V2/fil5_filabund1_814,814,27,3,0,True,False,False,29.279687162809157,1.4665664322158787,5.40945030969103,0.7331531357910657,1.0,0.0,-0.733413296424813,-1.4665664322158787,-0.7331531357910657,0.0,train,0.0,train,,
V2/fil5_filabund1_796,796,27,2,13,True,False,True,29.279687162809157,1.4665664322158787,3.606300206460687,0.5570618767353845,30.20853181887894,1.4801296184062236,-0.9095045554804941,0.013563186190344911,0.923067741670839,0.0,train,1.0,train,1.0,train
V2/fil5_filabund1_807,807,27,2,3,True,False,False,29.279687162809157,1.4665664322158787,3.606300206460687,0.5570618767353845,6.971199650510524,0.8433075208190492,-0.9095045554804941,-0.6232589113968294,0.2862456440836647,0.0,train,0.0,train,,
V2/fil5_filabund1_815,815,27,2,0,True,False,False,29.279687162809157,1.4665664322158787,3.606300206460687,0.5570618767353845,1.0,0.0,-0.9095045554804941,-1.4665664322158787,-0.5570618767353845,0.0,train,0.0,train,,
V2/fil5_filabund1_813,813,27,1,4,True,False,False,29.279687162809157,1.4665664322158787,1.8031501032303434,0.2560318810714033,9.294932867347365,0.9682462574273492,-1.2105345511444754,-0.4983201747885295,0.7122143763559459,0.0,test,0.0,test,,
V2/fil5_filabund1_810,810,27,1,2,True,False,False,29.279687162809157,1.4665664322158787,1.8031501032303434,0.2560318810714033,4.647466433673682,0.6672162617633679,-1.2105345511444754,-0.7993501704525108,0.4111843806919646,0.0,train,0.0,test,,
V2/fil5_filabund1_811,811,27,1,2,True,False,False,29.279687162809157,1.4665664322158787,1.8031501032303434,0.2560318810714033,4.647466433673682,0.6672162617633679,-1.2105345511444754,-0.7993501704525108,0.4111843806919646,0.0,train,0.0,train,,
V2/fil5_filabund1_800,800,27,1,1,True,False,False,29.279687162809157,1.4665664322158787,1.8031501032303434,0.2560318810714033,2.323733216836841,0.36618626609938676,-1.2105345511444754,-1.100380166116492,0.11015438502798347,0.0,train,0.0,train,,
V2/fil5_filabund1_809,809,27,1,0,True,False,False,29.279687162809157,1.4665664322158787,1.8031501032303434,0.2560318810714033,1.0,0.0,-1.2105345511444754,-1.4665664322158787,-0.2560318810714033,0.0,train,0.0,train,,
V2/fil5_filabund1_824,824,26,27,2,True,True,False,28.19525430492734,1.4501760160277093,48.68505278721927,1.6873956452303904,4.647466433673682,0.6672162617633679,0.23721962920268114,-0.7829597542643414,-1.0201793834670225,1.0,train,0.0,train,0.0,train
V2/fil5_filabund1_823,823,26,10,6,True,True,True,28.19525430492734,1.4501760160277093,18.031501032303435,1.2560318810714033,13.942399301021048,1.1443375164830303,-0.194144134956306,-0.305838499544679,-0.11169436458837301,0.0,test,0.0,test,0.0,test
V2/fil5_filabund1_822,822,26,10,2,True,True,False,28.19525430492734,1.4501760160277093,18.031501032303435,1.2560318810714033,4.647466433673682,0.6672162617633679,-0.194144134956306,-0.7829597542643414,-0.5888156193080354,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_817,817,26,7,3,True,True,False,28.19525430492734,1.4501760160277093,12.622050722612403,1.10112992108566,6.971199650510524,0.8433075208190492,-0.3490460949420493,-0.60686849520866,-0.25782240026661074,0.0,train,0.0,test,0.0,train
V2/fil5_filabund1_816,816,26,6,3,True,True,False,28.19525430492734,1.4501760160277093,10.81890061938206,1.034183131455047,6.971199650510524,0.8433075208190492,-0.41599288457266237,-0.60686849520866,-0.19087561063599767,0.0,train,0.0,test,0.0,train
V2/fil5_filabund1_819,819,26,5,3,True,True,False,28.19525430492734,1.4501760160277093,9.015750516151718,0.955001885407422,6.971199650510524,0.8433075208190492,-0.49517413062028726,-0.60686849520866,-0.11169436458837279,0.0,train,0.0,train,0.0,test
V2/fil5_filabund1_829,829,26,5,0,True,True,False,28.19525430492734,1.4501760160277093,9.015750516151718,0.955001885407422,1.0,0.0,-0.49517413062028726,-1.4501760160277093,-0.955001885407422,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_836,836,26,4,3,True,False,False,28.19525430492734,1.4501760160277093,7.212600412921374,0.8580918723993657,6.971199650510524,0.8433075208190492,-0.5920841436283436,-0.60686849520866,-0.014784351580316435,0.0,train,0.0,train,,
V2/fil5_filabund1_828,828,26,4,0,True,False,False,28.19525430492734,1.4501760160277093,7.212600412921374,0.8580918723993657,1.0,0.0,-0.5920841436283436,-1.4501760160277093,-0.8580918723993657,0.0,train,0.0,train,,
V2/fil5_filabund1_820,820,26,3,6,True,False,True,28.19525430492734,1.4501760160277093,5.40945030969103,0.7331531357910657,13.942399301021048,1.1443375164830303,-0.7170228802366436,-0.305838499544679,0.4111843806919646,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_832,832,26,3,5,True,False,True,28.19525430492734,1.4501760160277093,5.40945030969103,0.7331531357910657,11.618666084184207,1.0651562704354056,-0.7170228802366436,-0.3850197455923037,0.33200313464433995,0.0,train,0.0,train,1.0,train
V2/fil5_filabund1_827,827,26,3,0,True,False,False,28.19525430492734,1.4501760160277093,5.40945030969103,0.7331531357910657,1.0,0.0,-0.7170228802366436,-1.4501760160277093,-0.7331531357910657,0.0,train,0.0,train,,
V2/fil5_filabund1_833,833,26,3,0,True,False,False,28.19525430492734,1.4501760160277093,5.40945030969103,0.7331531357910657,1.0,0.0,-0.7170228802366436,-1.4501760160277093,-0.7331531357910657,0.0,test,0.0,test,,
V2/fil5_filabund1_830,830,26,2,1,True,False,False,28.19525430492734,1.4501760160277093,3.606300206460687,0.5570618767353845,2.323733216836841,0.36618626609938676,-0.8931141392923247,-1.0839897499283224,-0.19087561063599778,0.0,test,0.0,train,,
V2/fil5_filabund1_818,818,26,1,5,True,False,True,28.19525430492734,1.4501760160277093,1.8031501032303434,0.2560318810714033,11.618666084184207,1.0651562704354056,-1.194144134956306,-0.3850197455923037,0.8091243893640023,0.0,train,0.0,train,1.0,test
V2/fil5_filabund1_826,826,26,1,3,True,False,False,28.19525430492734,1.4501760160277093,1.8031501032303434,0.2560318810714033,6.971199650510524,0.8433075208190492,-1.194144134956306,-0.60686849520866,0.587275639747646,0.0,test,0.0,train,,
V2/fil5_filabund1_837,837,26,1,3,True,False,False,28.19525430492734,1.4501760160277093,1.8031501032303434,0.2560318810714033,6.971199650510524,0.8433075208190492,-1.194144134956306,-0.60686849520866,0.587275639747646,0.0,train,0.0,train,,
V2/fil5_filabund1_834,834,26,1,1,True,False,False,28.19525430492734,1.4501760160277093,1.8031501032303434,0.2560318810714033,2.323733216836841,0.36618626609938676,-1.194144134956306,-1.0839897499283224,0.11015438502798347,0.0,train,0.0,test,,
V2/fil5_filabund1_825,825,26,0,3,True,False,False,28.19525430492734,1.4501760160277093,1.0,0.0,6.971199650510524,0.8433075208190492,-1.4501760160277093,-0.60686849520866,0.8433075208190492,0.0,train,0.0,train,,
V2/fil5_filabund1_831,831,26,0,2,True,False,False,28.19525430492734,1.4501760160277093,1.0,0.0,4.647466433673682,0.6672162617633679,-1.4501760160277093,-0.7829597542643414,0.6672162617633679,0.0,train,0.0,train,,
V2/fil5_filabund1_821,821,26,0,1,True,False,False,28.19525430492734,1.4501760160277093,1.0,0.0,2.323733216836841,0.36618626609938676,-1.4501760160277093,-1.0839897499283224,0.36618626609938676,0.0,test,0.0,test,,
V2/fil5_filabund1_835,835,26,0,1,True,False,False,28.19525430492734,1.4501760160277093,1.0,0.0,2.323733216836841,0.36618626609938676,-1.4501760160277093,-1.0839897499283224,0.36618626609938676,0.0,train,0.0,train,,
V2/fil5_filabund1_854,854,25,67,9,True,True,True,27.110821447045517,1.4331426767289288,120.811056916433,2.0821066837722295,20.913598951531572,1.3204287755387116,0.6489640070433007,-0.11271390119021718,-0.7616779082335179,1.0,train,0.0,train,0.0,train
V2/fil5_filabund1_851,851,25,13,2,True,True,False,27.110821447045517,1.4331426767289288,23.440951341994463,1.36997523337824,4.647466433673682,0.6672162617633679,-0.0631674433506888,-0.7659264149655609,-0.7027589716148721,0.0,train,0.0,test,0.0,train
V2/fil5_filabund1_842,842,25,10,3,True,True,False,27.110821447045517,1.4331426767289288,18.031501032303435,1.2560318810714033,6.971199650510524,0.8433075208190492,-0.17711079565752552,-0.5898351559098796,-0.41272436025235404,0.0,train,0.0,train,0.0,train
V2/fil5_filabund1_843,843,25,10,0,True,True,False,27.110821447045517,1.4331426767289288,18.031501032303435,1.2560318810714033,1.0,0.0,-0.17711079565752552,-1.4331426767289288,-1.2560318810714033,0.0,test,0.0,train,0.0,train
V2/fil5_filabund1_847,847,25,6,2,True,True,False,27.110821447045517,1.4331426767289288,10.81890061938206,1.034183131455047,4.647466433673682,0.6672162617633679,-0.3989595452738819,-0.7659264149655609,-0.366966869691679,0.0,train,0.0,train,0.0,train
